40.607643,-74.03375,2021_04_16_00:00:00
40.540188,-74.149,2021_04_15_00:00:00
40.616306,-74.03348,2021_04_15_00:00:00
40.583874,-73.823044,2021_04_13_00:00:00
40.877827,-73.879585,2021_04_14_00:00:00
40.714554,-73.83147,2021_04_14_00:00:00
40.763668,-73.82303,2021_04_15_00:00:00
40.705246,-73.95908,2021_04_16_00:00:00
40.77451,-73.838036,2021_04_15_00:00:00
40.797405,-73.942535,2021_04_08_00:00:00
40.74058,-73.978935,2021_04_01_00:00:00
40.829723,-73.8981,2021_04_14_00:00:00
40.7406,-73.81025,2021_04_05_00:00:00
40.71363,-73.917885,2021_04_16_00:00:00
40.647594,-73.97351,2021_04_15_00:00:00
40.71975,-73.992165,2021_04_10_00:00:00
40.834503,-73.93037,2021_04_13_00:00:00
40.63115,-74.076454,2021_04_15_00:00:00
40.835724,-73.92129,2021_04_10_00:00:00
40.6354,-74.106674,2021_04_15_00:00:00
40.781647,-73.833664,2021_04_07_00:00:00
40.68837,-73.98056,2021_04_14_00:00:00
40.790417,-73.95184,2021_04_16_00:00:00
40.6481,-73.91474,2021_04_15_00:00:00
40.71275,-73.7673,2021_04_16_00:00:00
40.60069,-74.010056,2021_04_14_00:00:00
40.738068,-73.861046,2021_04_14_00:00:00
40.680496,-73.821365,2021_04_15_00:00:00
40.61924,-73.954124,2021_04_16_00:00:00
40.629105,-74.034645,2021_04_16_00:00:00
40.699818,-73.920135,2021_04_14_00:00:00
40.69802,-73.7623,2021_04_14_00:00:00
40.62893,-73.971375,2021_04_16_00:00:00
40.831177,-73.942085,2021_04_16_00:00:00
40.675037,-73.930534,2021_04_02_00:00:00
40.64884,-73.95102,2021_04_14_00:00:00
40.600883,-73.958694,2021_04_13_00:00:00
40.766586,-73.9531,2021_04_15_00:00:00
40.833126,-73.828285,2021_04_14_00:00:00
40.834675,-73.930275,2021_04_10_00:00:00
40.863647,-73.8918,2021_04_15_00:00:00
40.593002,-74.159,2021_04_14_00:00:00
40.689426,-73.94223,2021_04_10_00:00:00
40.75458,-73.99915,2021_04_14_00:00:00
40.741394,-73.82303,2021_04_14_00:00:00
40.676594,-73.89038,2021_04_14_00:00:00
40.76468,-73.9643,2021_04_16_00:00:00
40.832764,-73.94583,2021_04_15_00:00:00
40.698544,-73.96236,2021_04_14_00:00:00
40.747536,-73.89344,2021_04_14_00:00:00
40.540833,-74.159386,2021_04_14_00:00:00
40.670017,-73.746185,2021_04_14_00:00:00
40.694996,-73.97022,2021_04_15_00:00:00
40.676758,-73.917404,2021_04_16_00:00:00
40.80124,-73.94183,2021_04_14_00:00:00
40.667377,-73.880394,2021_04_15_00:00:00
40.734135,-73.9992,2021_04_15_00:00:00
40.679935,-73.91389,2021_04_14_00:00:00
40.684475,-73.97408,2021_04_16_00:00:00
40.67816,-74.01416,2021_04_15_00:00:00
40.79099,-73.96518,2021_04_16_00:00:00
40.780125,-73.95304,2021_04_14_00:00:00
40.800262,-73.94554,2021_04_15_00:00:00
40.682842,-73.9766,2021_04_15_00:00:00
40.660316,-73.913216,2021_04_15_00:00:00
40.8053,-73.94728,2021_04_04_00:00:00
40.834507,-73.91772,2021_04_15_00:00:00
40.758224,-73.91741,2021_04_16_00:00:00
40.824734,-73.94854,2021_04_14_00:00:00
40.855873,-73.79149,2021_04_14_00:00:00
40.686115,-73.86992,2021_04_15_00:00:00
40.693176,-73.95214,2021_04_16_00:00:00
40.755337,-73.843254,2021_04_16_00:00:00
40.641895,-73.93324,2021_04_14_00:00:00
40.83878,-73.918106,2021_04_14_00:00:00
40.663227,-73.93159,2021_04_11_00:00:00
40.76151,-73.88361,2021_04_14_00:00:00
40.70042,-73.956566,2021_04_16_00:00:00
40.609436,-74.0694,2021_04_14_00:00:00
40.64393,-73.99933,2021_04_14_00:00:00
40.61636,-74.15677,2021_04_16_00:00:00
40.761303,-73.86043,2021_04_15_00:00:00
40.694836,-73.96915,2021_04_16_00:00:00
40.580658,-73.985664,2021_04_16_00:00:00
40.872303,-73.84665,2021_04_15_00:00:00
40.639805,-73.95132,2021_04_10_00:00:00
40.60871,-73.74768,2021_04_14_00:00:00
40.758156,-73.89627,2021_04_16_00:00:00
40.824932,-73.82431,2021_04_14_00:00:00
40.61242,-73.991234,2021_04_15_00:00:00
40.696213,-73.97528,2021_04_16_00:00:00
40.783146,-73.97833,2021_04_14_00:00:00
40.897415,-73.85018,2021_04_16_00:00:00
40.73444,-73.72179,2021_04_15_00:00:00
40.642002,-73.898834,2021_04_14_00:00:00
40.800663,-73.946465,2021_04_06_00:00:00
40.643517,-73.96098,2021_04_16_00:00:00
40.84621,-73.91227,2021_04_16_00:00:00
40.707493,-73.94153,2021_04_14_00:00:00
40.786854,-73.82236,2021_04_14_00:00:00
40.88887,-73.864365,2021_04_14_00:00:00
40.682156,-73.920616,2021_04_16_00:00:00
40.677025,-73.95268,2021_04_16_00:00:00
40.84797,-73.924774,2021_04_10_00:00:00
40.66827,-73.90263,2021_04_16_00:00:00
40.752045,-73.879036,2021_02_26_00:00:00
40.671448,-73.78943,2021_04_15_00:00:00
40.666393,-73.764465,2021_04_15_00:00:00
40.826153,-73.920265,2021_04_15_00:00:00
40.74652,-73.99388,2021_04_13_00:00:00
40.694637,-73.949066,2021_04_12_00:00:00
40.68561,-73.80654,2021_04_16_00:00:00
40.678852,-73.88152,2021_04_14_00:00:00
40.79157,-73.94469,2021_04_09_00:00:00
40.66305,-73.74874,2021_04_14_00:00:00
